,customer_id,name,age,gender,marital_status,education,occupation,salary,loan_amount,credit_limit,credit_utilization,emi_paid,tenure_months,max_dpd,default_status,product_type,enquiry_amount,unique_products_enquired,total_enquiries,transaction_amount,account_balance,is_salary,Credit Card,Home Loan,Personal Loan
3747,9392e7e8-36c3-43c2-8715-de9249ee0d96,Caleb Werner,19,Male,Divorced,Bachelor,"Buyer, retail",92796,185906.5,,,32.0,34.0,90.0,1.0,Home Loan,,,,15412.50193303177,6166.475717479242,3.0,False,True,False
3748,299ade2a-6cf3-4d98-ab5a-939d6f882a54,Tonya Ross,38,Male,Married,High School,Financial manager,115568,50821.5,81760.5,0.8968745348055123,14.0,31.0,60.0,0.5,Credit Card,113821.0,2.0,2.0,0.0,6911.010659873532,0.0,True,False,False
3749,33e9c682-d9ab-40a4-a56a-f97bb554aab7,Rita Vargas,64,Female,Married,Master,Financial manager,34543,264022.6666666667,134727.0,0.23055022406823011,21.0,38.0,90.0,0.0,Home Loan,,,,5974.238291506189,8447.47879019268,1.0,False,True,False
3749,33e9c682-d9ab-40a4-a56a-f97bb554aab7,Rita Vargas,64,Female,Married,Master,Financial manager,34543,264022.6666666667,134727.0,0.23055022406823011,21.0,38.0,90.0,0.0,Credit Card,,,,5974.238291506189,8447.47879019268,1.0,True,False,False
3749,33e9c682-d9ab-40a4-a56a-f97bb554aab7,Rita Vargas,64,Female,Married,Master,Financial manager,34543,264022.6666666667,134727.0,0.23055022406823011,21.0,38.0,90.0,0.0,Personal Loan,,,,5974.238291506189,8447.47879019268,1.0,False,False,True
3750,085a1b27-c555-4877-abca-afe466a5bcd1,Carl Bauer,24,Female,Single,Bachelor,Chartered public finance accountant,40815,226414.0,,,14.0,46.0,0.0,1.0,Home Loan,85247.0,1.0,1.0,0.0,10584.387621672047,0.0,False,True,False
3751,ab65f2ea-7992-4f50-8996-9c03ebc42ffc,Michael Dean,28,Male,Single,PhD,Aeronautical engineer,112646,246090.5,,,57.0,30.25,60.0,0.75,Home Loan,103451.0,1.0,1.0,0.0,10476.811372569751,0.0,False,True,False
3751,ab65f2ea-7992-4f50-8996-9c03ebc42ffc,Michael Dean,28,Male,Single,PhD,Aeronautical engineer,112646,246090.5,,,57.0,30.25,60.0,0.75,Personal Loan,103451.0,1.0,1.0,0.0,10476.811372569751,0.0,False,False,True
3752,46b7c6dc-a04e-4405-a3a2-a812fcf36623,Daniel Sanchez,55,Male,Single,High School,Therapeutic radiographer,79784,177398.0,37571.0,0.2650487456422202,21.0,52.5,60.0,0.0,Personal Loan,20289.5,1.0,2.0,0.0,11164.569988244559,0.0,False,False,True
3752,46b7c6dc-a04e-4405-a3a2-a812fcf36623,Daniel Sanchez,55,Male,Single,High School,Therapeutic radiographer,79784,177398.0,37571.0,0.2650487456422202,21.0,52.5,60.0,0.0,Credit Card,20289.5,1.0,2.0,0.0,11164.569988244559,0.0,True,False,False
3753,2edaf04c-01cd-4a15-9110-0e64c3181f78,Charles Johnston,45,Female,Single,High School,Mechanical engineer,93374,137441.33333333334,82179.5,0.3786905315037462,43.0,37.333333333333336,60.0,0.6666666666666666,Personal Loan,141457.0,1.0,1.0,0.0,18215.98796362266,0.0,False,False,True
3753,2edaf04c-01cd-4a15-9110-0e64c3181f78,Charles Johnston,45,Female,Single,High School,Mechanical engineer,93374,137441.33333333334,82179.5,0.3786905315037462,43.0,37.333333333333336,60.0,0.6666666666666666,Credit Card,141457.0,1.0,1.0,0.0,18215.98796362266,0.0,True,False,False
3754,ee62d0c9-136f-4520-8480-c06584028fca,Meghan Hunt,21,Female,Divorced,Bachelor,Pathologist,93875,382516.5,,,35.0,44.0,60.0,1.0,Personal Loan,,,,26999.074811082333,8424.104504154302,3.0,False,False,True
3754,ee62d0c9-136f-4520-8480-c06584028fca,Meghan Hunt,21,Female,Divorced,Bachelor,Pathologist,93875,382516.5,,,35.0,44.0,60.0,1.0,Home Loan,,,,26999.074811082333,8424.104504154302,3.0,False,True,False
3755,73ca7c18-e45b-4e4e-a28f-ac7dc9a1f8ca,Sierra Tucker,18,Female,Married,Bachelor,Archaeologist,141242,124471.2,102180.5,0.7782685047294654,96.0,24.6,120.0,0.2,Credit Card,131676.0,1.0,1.0,0.0,12642.528922797055,0.0,True,False,False
3755,73ca7c18-e45b-4e4e-a28f-ac7dc9a1f8ca,Sierra Tucker,18,Female,Married,Bachelor,Archaeologist,141242,124471.2,102180.5,0.7782685047294654,96.0,24.6,120.0,0.2,Home Loan,131676.0,1.0,1.0,0.0,12642.528922797055,0.0,False,True,False
3755,73ca7c18-e45b-4e4e-a28f-ac7dc9a1f8ca,Sierra Tucker,18,Female,Married,Bachelor,Archaeologist,141242,124471.2,102180.5,0.7782685047294654,96.0,24.6,120.0,0.2,Personal Loan,131676.0,1.0,1.0,0.0,12642.528922797055,0.0,False,False,True
3756,ef44ae76-8e36-4caa-9605-68d941a993fa,Jose Peters,52,Male,Single,Bachelor,"Restaurant manager, fast food",25310,,,,,,,,,50317.0,1.0,1.0,0.0,6737.28975621723,0.0,False,False,False
3757,dbd47f75-505a-4cd0-a1af-eec8c946bfd0,Allen Steele DDS,36,Female,Divorced,Bachelor,Health and safety inspector,71595,132263.2857142857,69596.33333333333,0.6313562241790621,60.0,38.0,120.0,0.42857142857142855,Credit Card,,,,0.0,10169.124892636633,0.0,True,False,False
3757,dbd47f75-505a-4cd0-a1af-eec8c946bfd0,Allen Steele DDS,36,Female,Divorced,Bachelor,Health and safety inspector,71595,132263.2857142857,69596.33333333333,0.6313562241790621,60.0,38.0,120.0,0.42857142857142855,Personal Loan,,,,0.0,10169.124892636633,0.0,False,False,True
3757,dbd47f75-505a-4cd0-a1af-eec8c946bfd0,Allen Steele DDS,36,Female,Divorced,Bachelor,Health and safety inspector,71595,132263.2857142857,69596.33333333333,0.6313562241790621,60.0,38.0,120.0,0.42857142857142855,Home Loan,,,,0.0,10169.124892636633,0.0,False,True,False
3758,bda209ca-4b63-40f1-8c49-634e8e7a2af0,Samantha Miller,41,Female,Single,Bachelor,Advertising account executive,38014,264540.5,49448.0,0.5917385829171081,31.0,32.0,30.0,0.5,Credit Card,147454.33333333334,3.0,3.0,9761.424584322122,8159.86381769116,1.0,True,False,False
3758,bda209ca-4b63-40f1-8c49-634e8e7a2af0,Samantha Miller,41,Female,Single,Bachelor,Advertising account executive,38014,264540.5,49448.0,0.5917385829171081,31.0,32.0,30.0,0.5,Home Loan,147454.33333333334,3.0,3.0,9761.424584322122,8159.86381769116,1.0,False,True,False
3759,9b7ed594-0a6a-468a-a8c8-86780b675166,Felicia Burns,44,Female,Divorced,Bachelor,Chartered management accountant,115534,129423.25,74320.0,0.32591191363598054,74.0,30.5,90.0,0.5,Home Loan,285427.3333333333,2.0,3.0,0.0,10871.517469619437,0.0,False,True,False
3759,9b7ed594-0a6a-468a-a8c8-86780b675166,Felicia Burns,44,Female,Divorced,Bachelor,Chartered management accountant,115534,129423.25,74320.0,0.32591191363598054,74.0,30.5,90.0,0.5,Credit Card,285427.3333333333,2.0,3.0,0.0,10871.517469619437,0.0,True,False,False
3759,9b7ed594-0a6a-468a-a8c8-86780b675166,Felicia Burns,44,Female,Divorced,Bachelor,Chartered management accountant,115534,129423.25,74320.0,0.32591191363598054,74.0,30.5,90.0,0.5,Personal Loan,285427.3333333333,2.0,3.0,0.0,10871.517469619437,0.0,False,False,True
3760,c166fc82-d68e-4dc1-8dde-d3499b1866e5,Tyler Taylor,53,Female,Divorced,Bachelor,"Investment banker, corporate",116349,284545.0,,,5.0,42.0,30.0,1.0,Personal Loan,338931.0,1.0,1.0,1669.6155552703997,13886.29486582779,1.0,False,False,True
3761,920d757f-7cee-470f-968f-d482c9b5a82b,Angela Berg,49,Male,Divorced,Master,Fitness centre manager,140174,136382.0,44942.0,0.6003453783322101,16.0,55.0,30.0,0.0,Credit Card,168666.5,2.0,2.0,0.0,4546.264600277862,0.0,True,False,False
3762,76064d9b-6def-4e7e-8982-385ee0428f20,Matthew Fuentes,39,Male,Single,PhD,"Copywriter, advertising",58074,82121.0,52423.0,0.8698500832155522,18.0,20.0,15.0,1.0,Credit Card,45853.0,1.0,1.0,7220.699030737843,10352.92508421702,1.0,True,False,False
3763,3ed23560-4972-4451-ae3c-388882faaaf2,Lisa Rodriguez,29,Female,Married,Bachelor,Theatre stage manager,141289,56567.0,83268.0,0.26248296783416164,19.0,35.0,120.0,1.0,Credit Card,388580.0,1.0,1.0,,,,True,False,False
3764,8d194f00-4474-4014-acdf-e762ad142087,David Watkins,29,Male,Single,Master,"Nurse, adult",43333,179348.33333333334,5881.0,0.15299326514120595,32.0,36.666666666666664,120.0,0.6666666666666666,Personal Loan,,,,,,,False,False,True
3764,8d194f00-4474-4014-acdf-e762ad142087,David Watkins,29,Male,Single,Master,"Nurse, adult",43333,179348.33333333334,5881.0,0.15299326514120595,32.0,36.666666666666664,120.0,0.6666666666666666,Home Loan,,,,,,,False,True,False
3764,8d194f00-4474-4014-acdf-e762ad142087,David Watkins,29,Male,Single,Master,"Nurse, adult",43333,179348.33333333334,5881.0,0.15299326514120595,32.0,36.666666666666664,120.0,0.6666666666666666,Credit Card,,,,,,,True,False,False
3765,aafef504-ba72-4f45-9386-d20091ec7e92,Emily Wright,32,Male,Single,Bachelor,"Teacher, music",115810,196672.5,,,35.0,38.5,90.0,0.5,Home Loan,361415.0,1.0,1.0,0.0,15109.025613378624,0.0,False,True,False
3766,65017443-4731-4c1c-baad-e3cf173a2114,Timothy Jenkins,67,Male,Single,PhD,Risk manager,56083,194908.25,,,89.0,35.75,90.0,0.5,Personal Loan,,,,9242.36154006614,5351.69573192991,1.0,False,False,True
3766,65017443-4731-4c1c-baad-e3cf173a2114,Timothy Jenkins,67,Male,Single,PhD,Risk manager,56083,194908.25,,,89.0,35.75,90.0,0.5,Home Loan,,,,9242.36154006614,5351.69573192991,1.0,False,True,False
3767,689ab1ed-78d7-4153-b0d0-0539cdbe1e44,April Strickland,27,Male,Single,High School,Media planner,131530,394709.0,,,24.0,23.0,0.0,1.0,Home Loan,52852.0,1.0,1.0,3285.1199799078668,10164.558075244426,1.0,False,True,False
3768,cbe41be7-c81e-4d76-af64-2fa923be88b8,Eric Fisher,58,Female,Single,PhD,Pensions consultant,24848,140294.875,104686.0,0.8285780113546097,126.0,38.75,90.0,0.5,Personal Loan,179323.75,3.0,4.0,505.4313642595225,12263.325036046053,2.0,False,False,True
3768,cbe41be7-c81e-4d76-af64-2fa923be88b8,Eric Fisher,58,Female,Single,PhD,Pensions consultant,24848,140294.875,104686.0,0.8285780113546097,126.0,38.75,90.0,0.5,Credit Card,179323.75,3.0,4.0,505.4313642595225,12263.325036046053,2.0,True,False,False
3768,cbe41be7-c81e-4d76-af64-2fa923be88b8,Eric Fisher,58,Female,Single,PhD,Pensions consultant,24848,140294.875,104686.0,0.8285780113546097,126.0,38.75,90.0,0.5,Home Loan,179323.75,3.0,4.0,505.4313642595225,12263.325036046053,2.0,False,True,False
3769,721b6ed9-274b-48fe-9566-728bec6e9042,Cindy Dennis,34,Male,Married,PhD,Adult nurse,21549,231713.25,,,47.0,48.75,90.0,0.75,Personal Loan,472241.0,1.0,1.0,5401.047878388197,13115.142465526971,1.0,False,False,True
3769,721b6ed9-274b-48fe-9566-728bec6e9042,Cindy Dennis,34,Male,Married,PhD,Adult nurse,21549,231713.25,,,47.0,48.75,90.0,0.75,Home Loan,472241.0,1.0,1.0,5401.047878388197,13115.142465526971,1.0,False,True,False
3770,693a86ea-234c-46fa-ab72-851766c2bce4,Amy Stevens,26,Male,Single,PhD,Nature conservation officer,61955,106839.75,85056.5,0.5615915325127465,41.0,45.25,120.0,0.25,Credit Card,345776.0,1.0,1.0,0.0,10218.958151263232,0.0,True,False,False
3770,693a86ea-234c-46fa-ab72-851766c2bce4,Amy Stevens,26,Male,Single,PhD,Nature conservation officer,61955,106839.75,85056.5,0.5615915325127465,41.0,45.25,120.0,0.25,Personal Loan,345776.0,1.0,1.0,0.0,10218.958151263232,0.0,False,False,True
3770,693a86ea-234c-46fa-ab72-851766c2bce4,Amy Stevens,26,Male,Single,PhD,Nature conservation officer,61955,106839.75,85056.5,0.5615915325127465,41.0,45.25,120.0,0.25,Home Loan,345776.0,1.0,1.0,0.0,10218.958151263232,0.0,False,True,False
3771,cf92dffa-7e9c-4657-bb92-08aface78844,Taylor Pierce,20,Female,Divorced,High School,"Lecturer, further education",58102,162490.33333333334,,,32.0,44.333333333333336,90.0,0.6666666666666666,Home Loan,267053.3333333333,2.0,3.0,8806.558957029123,11755.277766832187,1.0,False,True,False
3771,cf92dffa-7e9c-4657-bb92-08aface78844,Taylor Pierce,20,Female,Divorced,High School,"Lecturer, further education",58102,162490.33333333334,,,32.0,44.333333333333336,90.0,0.6666666666666666,Personal Loan,267053.3333333333,2.0,3.0,8806.558957029123,11755.277766832187,1.0,False,False,True
3772,d1e22281-1737-4b3f-9ea5-ae6c00485ad4,Leroy Bean,36,Male,Single,Bachelor,"Secretary, company",88692,130986.0,112064.0,0.9238178019428813,52.0,33.0,120.0,1.0,Home Loan,134606.5,2.0,2.0,0.0,7900.973196243495,0.0,False,True,False
3772,d1e22281-1737-4b3f-9ea5-ae6c00485ad4,Leroy Bean,36,Male,Single,Bachelor,"Secretary, company",88692,130986.0,112064.0,0.9238178019428813,52.0,33.0,120.0,1.0,Credit Card,134606.5,2.0,2.0,0.0,7900.973196243495,0.0,True,False,False
3773,a3ff3429-7eaa-4f65-ab1f-96667cad4252,Melissa Armstrong,28,Male,Married,Bachelor,Chartered public finance accountant,129411,200332.8,125399.0,0.6798904376890195,76.0,29.8,120.0,0.4,Personal Loan,,,,3971.876640112127,11143.545000277149,2.0,False,False,True
3773,a3ff3429-7eaa-4f65-ab1f-96667cad4252,Melissa Armstrong,28,Male,Married,Bachelor,Chartered public finance accountant,129411,200332.8,125399.0,0.6798904376890195,76.0,29.8,120.0,0.4,Credit Card,,,,3971.876640112127,11143.545000277149,2.0,True,False,False
3774,150a559d-6b61-4ad3-af21-58635991d047,Elizabeth Burke,40,Male,Married,Bachelor,Ship broker,80095,242331.0,118967.0,0.7956358525172438,34.0,47.0,90.0,0.75,Credit Card,473398.0,1.0,1.0,7609.7836112088535,8236.40824110865,2.0,True,False,False
3774,150a559d-6b61-4ad3-af21-58635991d047,Elizabeth Burke,40,Male,Married,Bachelor,Ship broker,80095,242331.0,118967.0,0.7956358525172438,34.0,47.0,90.0,0.75,Personal Loan,473398.0,1.0,1.0,7609.7836112088535,8236.40824110865,2.0,False,False,True
3774,150a559d-6b61-4ad3-af21-58635991d047,Elizabeth Burke,40,Male,Married,Bachelor,Ship broker,80095,242331.0,118967.0,0.7956358525172438,34.0,47.0,90.0,0.75,Home Loan,473398.0,1.0,1.0,7609.7836112088535,8236.40824110865,2.0,False,True,False
3775,8278d1ee-bf23-4614-a68d-7ef2c5f3018d,Joseph Johnson,70,Female,Married,Bachelor,Systems developer,112326,261900.2,117002.0,0.9670045316861895,74.0,38.0,60.0,0.2,Personal Loan,69868.0,1.0,1.0,0.0,8830.748876903857,0.0,False,False,True
3775,8278d1ee-bf23-4614-a68d-7ef2c5f3018d,Joseph Johnson,70,Female,Married,Bachelor,Systems developer,112326,261900.2,117002.0,0.9670045316861895,74.0,38.0,60.0,0.2,Home Loan,69868.0,1.0,1.0,0.0,8830.748876903857,0.0,False,True,False
3775,8278d1ee-bf23-4614-a68d-7ef2c5f3018d,Joseph Johnson,70,Female,Married,Bachelor,Systems developer,112326,261900.2,117002.0,0.9670045316861895,74.0,38.0,60.0,0.2,Credit Card,69868.0,1.0,1.0,0.0,8830.748876903857,0.0,True,False,False
3776,64f2a4bf-856d-45c9-94a3-6601ca4701a1,John Russell,41,Female,Single,Master,"Civil engineer, consulting",84820,92091.33333333333,30053.0,0.6116617615561608,43.0,32.0,90.0,0.6666666666666666,Credit Card,,,,13408.744920821679,13486.375169318944,3.0,True,False,False
3776,64f2a4bf-856d-45c9-94a3-6601ca4701a1,John Russell,41,Female,Single,Master,"Civil engineer, consulting",84820,92091.33333333333,30053.0,0.6116617615561608,43.0,32.0,90.0,0.6666666666666666,Personal Loan,,,,13408.744920821679,13486.375169318944,3.0,False,False,True
3777,26185dee-7fe6-4473-8213-c3d3afac9bc6,Connie Moody,19,Female,Married,Master,Facilities manager,101465,202278.25,,,53.0,48.0,120.0,0.25,Personal Loan,161348.66666666666,2.0,3.0,0.0,13497.33411828772,0.0,False,False,True
3777,26185dee-7fe6-4473-8213-c3d3afac9bc6,Connie Moody,19,Female,Married,Master,Facilities manager,101465,202278.25,,,53.0,48.0,120.0,0.25,Home Loan,161348.66666666666,2.0,3.0,0.0,13497.33411828772,0.0,False,True,False
3778,1c6c67af-5bb9-4b40-8329-1a9cec54641b,Bailey Shepherd,32,Female,Single,High School,"Engineer, materials",136961,99874.0,41675.0,0.17090168507737763,30.0,34.5,60.0,0.5,Credit Card,,,,0.0,2506.628935920739,0.0,True,False,False
3779,524898b1-d34a-43d6-bfac-77fdc1fea938,Julie Flores,70,Male,Married,PhD,Nature conservation officer,26099,192683.0,44623.0,0.3627705617914694,46.0,41.666666666666664,90.0,0.6666666666666666,Home Loan,131823.0,1.0,1.0,13980.284528811555,9370.105430510515,3.0,False,True,False
3779,524898b1-d34a-43d6-bfac-77fdc1fea938,Julie Flores,70,Male,Married,PhD,Nature conservation officer,26099,192683.0,44623.0,0.3627705617914694,46.0,41.666666666666664,90.0,0.6666666666666666,Credit Card,131823.0,1.0,1.0,13980.284528811555,9370.105430510515,3.0,True,False,False
3780,d000dfc8-a5ff-47e8-aa0e-fede09b4e14d,Bridget Cooper,40,Male,Married,PhD,"Lecturer, further education",54755,133640.0,10673.0,0.630970682323436,23.0,27.333333333333332,90.0,0.6666666666666666,Home Loan,,,,0.0,9449.518666112312,0.0,False,True,False
3780,d000dfc8-a5ff-47e8-aa0e-fede09b4e14d,Bridget Cooper,40,Male,Married,PhD,"Lecturer, further education",54755,133640.0,10673.0,0.630970682323436,23.0,27.333333333333332,90.0,0.6666666666666666,Credit Card,,,,0.0,9449.518666112312,0.0,True,False,False
3781,8e42d846-1e3a-4f52-a848-393bd51e0982,Patrick Collins,63,Female,Divorced,Bachelor,Agricultural engineer,38565,211995.16666666666,21449.666666666668,0.5068802582826996,101.0,42.666666666666664,90.0,0.5,Credit Card,275717.0,1.0,1.0,2609.0862487551667,12000.354347173,1.0,True,False,False
3781,8e42d846-1e3a-4f52-a848-393bd51e0982,Patrick Collins,63,Female,Divorced,Bachelor,Agricultural engineer,38565,211995.16666666666,21449.666666666668,0.5068802582826996,101.0,42.666666666666664,90.0,0.5,Home Loan,275717.0,1.0,1.0,2609.0862487551667,12000.354347173,1.0,False,True,False
3782,9c951548-ffd0-4108-87ab-2e8d1365d398,Amanda Williams,32,Male,Divorced,High School,"Editor, film/video",28190,332318.0,,,59.0,36.75,120.0,0.75,Home Loan,112523.0,1.0,2.0,0.0,8913.062400595762,0.0,False,True,False
3782,9c951548-ffd0-4108-87ab-2e8d1365d398,Amanda Williams,32,Male,Divorced,High School,"Editor, film/video",28190,332318.0,,,59.0,36.75,120.0,0.75,Personal Loan,112523.0,1.0,2.0,0.0,8913.062400595762,0.0,False,False,True
3783,0bf888ba-0728-4261-8e7c-b2f015f81d98,Jennifer Boyd,68,Female,Single,Master,"Nurse, adult",107160,241446.75,77858.0,0.43905326242414244,50.0,41.75,90.0,1.0,Credit Card,,,,4879.71441234743,14075.483814584015,2.0,True,False,False
3783,0bf888ba-0728-4261-8e7c-b2f015f81d98,Jennifer Boyd,68,Female,Single,Master,"Nurse, adult",107160,241446.75,77858.0,0.43905326242414244,50.0,41.75,90.0,1.0,Home Loan,,,,4879.71441234743,14075.483814584015,2.0,False,True,False
3783,0bf888ba-0728-4261-8e7c-b2f015f81d98,Jennifer Boyd,68,Female,Single,Master,"Nurse, adult",107160,241446.75,77858.0,0.43905326242414244,50.0,41.75,90.0,1.0,Personal Loan,,,,4879.71441234743,14075.483814584015,2.0,False,False,True
3784,07b59a83-4a5e-449e-ac99-cb516f6a1831,Colleen Myers,67,Female,Married,Master,"Nurse, mental health",103715,306602.3333333333,,,45.0,25.666666666666668,90.0,0.0,Personal Loan,,,,2266.1970327858617,8111.707503433952,1.0,False,False,True
3784,07b59a83-4a5e-449e-ac99-cb516f6a1831,Colleen Myers,67,Female,Married,Master,"Nurse, mental health",103715,306602.3333333333,,,45.0,25.666666666666668,90.0,0.0,Home Loan,,,,2266.1970327858617,8111.707503433952,1.0,False,True,False
3785,07ae2049-0807-4a73-a61f-18e939a66a04,Mandy King,29,Male,Married,Bachelor,Press photographer,115620,222985.2,108209.0,0.9377438824210624,73.0,41.6,30.0,1.0,Personal Loan,,,,15273.614377752994,10142.579417142524,2.0,False,False,True
3785,07ae2049-0807-4a73-a61f-18e939a66a04,Mandy King,29,Male,Married,Bachelor,Press photographer,115620,222985.2,108209.0,0.9377438824210624,73.0,41.6,30.0,1.0,Home Loan,,,,15273.614377752994,10142.579417142524,2.0,False,True,False
3785,07ae2049-0807-4a73-a61f-18e939a66a04,Mandy King,29,Male,Married,Bachelor,Press photographer,115620,222985.2,108209.0,0.9377438824210624,73.0,41.6,30.0,1.0,Credit Card,,,,15273.614377752994,10142.579417142524,2.0,True,False,False
3786,3ec602d5-084e-4a82-9b6b-ba79686eed4e,Peter Johnson,27,Female,Single,PhD,Radio broadcast assistant,47437,384611.0,,,12.0,49.0,90.0,0.0,Personal Loan,477304.0,1.0,1.0,0.0,12186.013394098269,0.0,False,False,True
3787,d3c8a343-a8ca-44c6-8426-3bacfb5c3d6c,Michael Cain,70,Male,Divorced,Master,Homeopath,92022,130986.33333333333,56166.0,0.6931817624685066,44.0,40.666666666666664,15.0,0.3333333333333333,Home Loan,412735.0,1.0,1.0,22615.409818712134,9725.479739510734,3.0,False,True,False
3787,d3c8a343-a8ca-44c6-8426-3bacfb5c3d6c,Michael Cain,70,Male,Divorced,Master,Homeopath,92022,130986.33333333333,56166.0,0.6931817624685066,44.0,40.666666666666664,15.0,0.3333333333333333,Personal Loan,412735.0,1.0,1.0,22615.409818712134,9725.479739510734,3.0,False,False,True
3787,d3c8a343-a8ca-44c6-8426-3bacfb5c3d6c,Michael Cain,70,Male,Divorced,Master,Homeopath,92022,130986.33333333333,56166.0,0.6931817624685066,44.0,40.666666666666664,15.0,0.3333333333333333,Credit Card,412735.0,1.0,1.0,22615.409818712134,9725.479739510734,3.0,True,False,False
3788,317f49d0-4f1e-4d0c-af16-dba67ce8b1ed,William Brandt,53,Female,Single,PhD,"Editor, magazine features",81115,240802.33333333334,45824.0,0.9862387965399035,42.0,42.333333333333336,90.0,1.0,Personal Loan,138145.66666666666,2.0,3.0,744.9630573303125,14386.265152012122,1.0,False,False,True
3788,317f49d0-4f1e-4d0c-af16-dba67ce8b1ed,William Brandt,53,Female,Single,PhD,"Editor, magazine features",81115,240802.33333333334,45824.0,0.9862387965399035,42.0,42.333333333333336,90.0,1.0,Credit Card,138145.66666666666,2.0,3.0,744.9630573303125,14386.265152012122,1.0,True,False,False
3789,f4af248d-cf4d-4b51-bc53-fa7ae2f45fbd,Christina Hansen,53,Female,Married,Bachelor,"Civil engineer, contracting",90557,185351.0,75012.0,0.7520278767786072,40.0,41.0,120.0,0.3333333333333333,Credit Card,,,,0.0,10136.809695680755,0.0,True,False,False
3789,f4af248d-cf4d-4b51-bc53-fa7ae2f45fbd,Christina Hansen,53,Female,Married,Bachelor,"Civil engineer, contracting",90557,185351.0,75012.0,0.7520278767786072,40.0,41.0,120.0,0.3333333333333333,Home Loan,,,,0.0,10136.809695680755,0.0,False,True,False
3790,cf5580bb-4da8-4960-99c1-20c625d019d9,Lisa Patel,70,Female,Married,PhD,Airline pilot,81143,182038.66666666666,33374.0,0.29312498293770434,24.0,26.0,120.0,1.0,Credit Card,,,,0.0,9748.431736407774,0.0,True,False,False
3790,cf5580bb-4da8-4960-99c1-20c625d019d9,Lisa Patel,70,Female,Married,PhD,Airline pilot,81143,182038.66666666666,33374.0,0.29312498293770434,24.0,26.0,120.0,1.0,Personal Loan,,,,0.0,9748.431736407774,0.0,False,False,True
3791,54c7caf0-60f2-4f01-a22b-7c546ba6f562,Derrick Oliver,47,Male,Married,Master,Physiological scientist,133963,109830.33333333333,43198.5,0.3244089955521407,35.0,19.666666666666668,90.0,0.3333333333333333,Credit Card,469705.0,1.0,1.0,0.0,3165.3551857788466,0.0,True,False,False
3791,54c7caf0-60f2-4f01-a22b-7c546ba6f562,Derrick Oliver,47,Male,Married,Master,Physiological scientist,133963,109830.33333333333,43198.5,0.3244089955521407,35.0,19.666666666666668,90.0,0.3333333333333333,Home Loan,469705.0,1.0,1.0,0.0,3165.3551857788466,0.0,False,True,False
3792,32d73a12-6a86-442d-a887-3afead0c80ba,Kara Collins,40,Female,Divorced,Bachelor,Passenger transport manager,32091,176463.66666666666,107146.0,0.7935039271348354,8.0,45.333333333333336,120.0,0.3333333333333333,Home Loan,142576.0,2.0,2.0,0.0,12495.515007094822,0.0,False,True,False
3792,32d73a12-6a86-442d-a887-3afead0c80ba,Kara Collins,40,Female,Divorced,Bachelor,Passenger transport manager,32091,176463.66666666666,107146.0,0.7935039271348354,8.0,45.333333333333336,120.0,0.3333333333333333,Credit Card,142576.0,2.0,2.0,0.0,12495.515007094822,0.0,True,False,False
3793,2a4f7cde-d5fa-4c16-a274-df3d03e550c2,Russell Armstrong,50,Male,Married,PhD,Herpetologist,130211,188202.0,,,23.0,36.0,60.0,0.3333333333333333,Home Loan,8244.0,1.0,1.0,0.0,19077.142535694045,0.0,False,True,False
3793,2a4f7cde-d5fa-4c16-a274-df3d03e550c2,Russell Armstrong,50,Male,Married,PhD,Herpetologist,130211,188202.0,,,23.0,36.0,60.0,0.3333333333333333,Personal Loan,8244.0,1.0,1.0,0.0,19077.142535694045,0.0,False,False,True
3794,9e9e274d-0963-4e7e-857b-0b8be6eaea57,Cheyenne Nguyen,40,Female,Divorced,Master,Secondary school teacher,47083,197137.0,101585.0,0.16068226734933494,58.0,39.5,120.0,1.0,Credit Card,59669.0,1.0,1.0,8420.626330201294,11413.1135190607,1.0,True,False,False
3794,9e9e274d-0963-4e7e-857b-0b8be6eaea57,Cheyenne Nguyen,40,Female,Divorced,Master,Secondary school teacher,47083,197137.0,101585.0,0.16068226734933494,58.0,39.5,120.0,1.0,Personal Loan,59669.0,1.0,1.0,8420.626330201294,11413.1135190607,1.0,False,False,True
3794,9e9e274d-0963-4e7e-857b-0b8be6eaea57,Cheyenne Nguyen,40,Female,Divorced,Master,Secondary school teacher,47083,197137.0,101585.0,0.16068226734933494,58.0,39.5,120.0,1.0,Home Loan,59669.0,1.0,1.0,8420.626330201294,11413.1135190607,1.0,False,True,False
3795,6ccb3af6-ee06-4930-8d71-405a086b20c5,Austin Kemp,47,Female,Single,High School,Public relations officer,145755,187108.6,88895.5,0.5499353393880164,72.0,44.0,120.0,0.2,Personal Loan,76462.0,1.0,1.0,0.0,4475.8085060761505,0.0,False,False,True
3795,6ccb3af6-ee06-4930-8d71-405a086b20c5,Austin Kemp,47,Female,Single,High School,Public relations officer,145755,187108.6,88895.5,0.5499353393880164,72.0,44.0,120.0,0.2,Credit Card,76462.0,1.0,1.0,0.0,4475.8085060761505,0.0,True,False,False
3795,6ccb3af6-ee06-4930-8d71-405a086b20c5,Austin Kemp,47,Female,Single,High School,Public relations officer,145755,187108.6,88895.5,0.5499353393880164,72.0,44.0,120.0,0.2,Home Loan,76462.0,1.0,1.0,0.0,4475.8085060761505,0.0,False,True,False
